publish,ID,type_01,@icon,@icon_bg,@divider,initiative,name,variant,cd_duration,@effect_01,@effect_02,major,@spending_icon_01,spending_text_01,@spending_icon_02,spending_text_02,@spending_icon_03,spending_text_03,minor
x,a343,Spell,/images/overgrowth-icon.png,/images/overgrowth-icon-bg.png,/images/basicvariant-divider.png,4,Overgrowth,Basic Variant,3,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(2+)  Place an 'Overgrowth' token within range 5. Treat that square and all squares within range 2 of it as difficult terrain.,/images/plus-icon.png,Increase the area of effect by 2.,,,,,Cause Cripple against an enemy within range 5.
x,a344,Spell,/images/overgrowth-icon.png,/images/overgrowth-icon-bg.png,/images/alphavariant-divider.png,4,Overgrowth,Alpha Variant,2,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(3+)  Place an 'Overgrowth' token within range 5. Treat that square and all squares within range 2 of it as difficult terrain.  Heroes or minions who end their turn on this difficult terrain suffer a scratch, enemies suffer (Power Die) as damage.",/images/plus-icon.png,Increase the area of effect by 2.,/images/plus-icon.png,Enemies ending their turn on this difficult terrain suffer (Blessing Die) as damage in addition.,,,Cause Cripple against an enemy within range 5.
x,a345,Spell,/images/overgrowth-icon.png,/images/overgrowth-icon-bg.png,/images/betavariant-divider.png,4,Overgrowth,Beta Variant,3,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(2+)  Place an 'Overgrowth' token within range 5. Treat that square and all squares within range 2 of it as difficult terrain.,/images/plus-icon.png,Increase the area of effect by 2.,/images/plus-icon.png,"Whenever you reduce this effect's duration, you may move the token by 1 square.",/images/plus-icon.png,Duration +1.,Cause Cripple against an enemy within range 5.
x,a346,Meta,/images/frightfulpresence-icon.png,/images/frightfulpresence-icon-bg.png,/images/basicvariant-divider.png,6,Frightful Presence,Basic Variant,2,,,Cause all adjacent enemies to immediately perform Retreat (3). You may then assume a position adjacent to one of them and perform a free attack.,,,,,,,Cause Knockback (1) against an adjacent enemy.  Move (2)
x,a347,Meta,/images/frightfulpresence-icon.png,/images/frightfulpresence-icon-bg.png,/images/alphavariant-divider.png,6,Frightful Presence,Alpha Variant,2,,,"Cause all adjacent enemies to immediately perform Retreat (4). You may then assume a position adjacent to one of them and perform a free attack, adding +2 Power to it.",,,,,,,Cause Knockback (1) against an adjacent enemy.  Move (2)
x,a348,Meta,/images/frightfulpresence-icon.png,/images/frightfulpresence-icon-bg.png,/images/betavariant-divider.png,6,Frightful Presence,Beta Variant,3,/images/interrupt.png,,"##Interrupt(end_int)  Perform a free melee attack against an enemy, then cause them to perform Retreat (3).",,,,,,,Cause Knockback (1) against an adjacent enemy.  Move (2)
x,a349,Spell,/images/wormhole-icon.png,/images/wormhole-icon-bg.png,/images/basicvariant-divider.png,4,Wormhole,Basic Variant,2,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Place two 'Portal' tokens, both of which need to be within range 5 of you. You and allies can move onto one portal and may then appear adjacent to the other.",,,,,,,Assume a new position within range 3.
x,a350,Spell,/images/wormhole-icon.png,/images/wormhole-icon-bg.png,/images/alphavariant-divider.png,4,Wormhole,Alpha Variant,2,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Place two 'Portal' tokens, both of which need to be within range 5 of you. You and allies can move onto one portal and may then appear adjacent to the other.",/images/plus-icon.png,You don't need Line-Of-Sight to place the tokens. You may count distance in squares instead.,/images/plus-icon.png,Increase the range by +2.,,,Assume a new position within range 3.
x,a351,Spell,/images/wormhole-icon.png,/images/wormhole-icon-bg.png,/images/betavariant-divider.png,3,Wormhole,Beta Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(3+)  Place two 'Portal' tokens, both of which need to be within range 5 of you. You and allies can move onto one portal and may then appear adjacent to the other.  Enemies can also be forced through the portals using Knockback, 'Pull' or similar effects.",/images/plus-icon.png,You may end this effect at any time.,/images/plus-icon.png,"Whenever you reduce this effect's duration, you may move either of the portal tokens by 2 squares.",,,Assume a new position within range 3.
x,a352,Spell,/images/bane-icon.png,/images/bane-icon-bg.png,/images/basicvariant-divider.png,3,Bane,Basic Variant,3,,,"##Spellcasting(2+)  Declare an enemy group. Before they each perform attacks this round, the player to the left of the one defending rolls a (Cursed Die) and subtracts it from the enemy's attack value.",/images/doubleplus-icon.png,Cause Weaken against one of the models.,,,,,Cause Weaken against an enemy in range 3.
x,a353,Spell,/images/bane-icon.png,/images/bane-icon-bg.png,/images/alphavariant-divider.png,3,Bane,Alpha Variant,5,/images/interrupt.png,,"##Interrupt(end_int)  ##Spellcasting(3+)  If an ally would suffer one or more negative ongoing effects from an enemy's attack, prevent one of those effects.",/images/plus-icon.png,Cooldown -1.,/images/plus-icon.png,Cooldown -1.,,,Cause Weaken against an enemy in range 3.
x,a354,Spell,/images/bane-icon.png,/images/bane-icon-bg.png,/images/betavariant-divider.png,3,Bane,Beta Variant,2,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(3+)  Declare an enemy group. Before they each perform attacks while the effect lasts, the player to the left of the one defending rolls a (Cursed Die) and subtracts it from the enemy's attack value.",/images/doubleplus-icon.png,"While the effect lasts, they also suffer from Weaken.",/images/plus-icon.png,Duration +1.,,,Cause Weaken against an enemy in range 3.
x,a355,Ranged,/images/lastresort-icon.png,/images/lastresort-icon-bg.png,/images/basicvariant-divider.png,5,Last Resort,Basic Variant,3,,,"Ranged Attack, add (Enhancement Die).",/images/plus-icon.png,Ignore the negative power from any (Cursed Die) rolled.,/images/plus-icon.png,Move (4) in a straight or diagonal line away from the enemy (gain Slippery).,,,Attack.    Move (1) (gain Slippery)
x,a356,Ranged,/images/lastresort-icon.png,/images/lastresort-icon-bg.png,/images/alphavariant-divider.png,5,Last Resort,Alpha Variant,2,,,"Ranged Attack, add (Enhancement Die).  Move (4) in a straight or diagonal line away from the enemy (gain Slippery).",/images/plus-icon.png,Ignore the negative power from any (Cursed Die) rolled.,/images/plus-icon.png,+1 Power.,,,Attack.    Move (1) (gain Slippery)
x,a357,Ranged,/images/lastresort-icon.png,/images/lastresort-icon-bg.png,/images/betavariant-divider.png,5,Last Resort,Beta Variant,3,,,"Ranged Attack, add (Enhancement Die) and remove any (Cursed Die) from the roll.",/images/star-icon.png,Hit one additional target within range.,/images/plus-icon.png,Cause Knockback (3) against the target(s).,/images/plus-icon.png,Move (4) in a straight or diagonal line away from the enemy (gain Slippery).,Attack.    Move (1) (gain Slippery)
x,a358,Spell,/images/summonsuccubus-icon.png,/images/summonsuccubus-icon-bg.png,/images/basicvariant-divider.png,1,Summon Succubus,Basic Variant,3,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(3+)  Summon a Succubus minion within range 2. She has a speed of 4 and a toughness of 4. Her attacks cause Dazed.,/images/star-icon.png,"Instead of performing an attack, the Succubus may heal a scratch from a hero within range 3.",/images/plus-icon.png,Her attacks cause Stun instead of Dazed.,/images/plus-icon.png,Duration +1.,Cause Dazed against an adjacent enemy.
x,a359,Spell,/images/summonsuccubus-icon.png,/images/summonsuccubus-icon-bg.png,/images/alphavariant-divider.png,1,Summon Succubus,Alpha Variant,5,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(3+)  Summon a Succubus minion within range 2. She has a speed of 4 and a toughness of 4. Her attacks cause Dazed.,/images/doubleplus-icon.png,"At the end of the Succubus' turn, she may heal a scratch from a hero within range 3.",/images/plus-icon.png,Increase her toughness and speed by +1.,,,Cause Dazed against an adjacent enemy.
x,a360,Spell,/images/summonsuccubus-icon.png,/images/summonsuccubus-icon-bg.png,/images/betavariant-divider.png,1,Summon Succubus,Beta Variant,3,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(3+)  Summon a Succubus minion within range 2. She has a speed of 4 and a toughness of 4.,/images/doubleplus-icon.png,"The Succubus' attacks cause Dazed, Stun, Weaken and Cripple.",/images/plus-icon.png,Her attacks gain Reach.,/images/plus-icon.png,Duration +1.,Cause Dazed against an adjacent enemy.
x,a361,Spell,/images/summonwolves-icon.png,/images/summonwolves-icon-bg.png,/images/basicvariant-divider.png,2,Summon Wolves,Basic Variant,4,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(3+)  Summon two Wolf minions adjacent to each other within range 5. They each have a toughness of 2 and a speed of 6.,/images/star-icon.png,Increase their toughness by +2.,/images/doubleplus-icon.png,Add (Blessing Die) to their attacks.,/images/plus-icon.png,They gain Nimble and Slippery.,Move (2)  Perform a melee attack using your spellcasting dice pool.
x,a362,Spell,/images/summonwolves-icon.png,/images/summonwolves-icon-bg.png,/images/alphavariant-divider.png,2,Summon Wolves,Alpha Variant,4,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(3+)  Summon two Wolf minions adjacent to each other within range 5. They each have a toughness of 2 and a speed of 6.    They have Nimble and Slippery.,/images/star-icon.png,Increase their toughness by +2.,/images/doubleplus-icon.png,Add (Blessing Die) to their attacks.,/images/plus-icon.png,"When a Wolf causes a wound, they also cause Bleed (2).",Move (2)  Perform a melee attack using your spellcasting dice pool.
x,a363,Spell,/images/summonwolves-icon.png,/images/summonwolves-icon-bg.png,/images/betavariant-divider.png,2,Summon Wolves,Beta Variant,5,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(3+)  Summon two Wolf minions adjacent to each other within range 5. They each have a toughness of 2 and a speed of 6.,/images/star-icon.png,Increase their toughness by +4.,/images/plus-icon.png,Add (Enhancement Die) to their attacks.,/images/plus-icon.png,They gain Nimble and Slippery.,Move (2)  Perform a melee attack using your spellcasting dice pool.
x,a364,Meta,/images/puppetmaster-icon.png,/images/puppetmaster-icon-bg.png,/images/basicvariant-divider.png,2,Puppetmaster,Basic Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  During each of your turns (including the turn that you play this), you may do each of the following:  • Move a minion by 2 squares.  • Grant a minion (Standard Die) on their next roll this round.  • Heal one scratch from a minion within range 5.",,,,,,,Perform only one of the options listed for the major action.
x,a365,Meta,/images/puppetmaster-icon.png,/images/puppetmaster-icon-bg.png,/images/alphavariant-divider.png,2,Puppetmaster,Alpha Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  During each of your turns (including the turn that you play this), you may do each of the following:  • Move a minion by 2 squares.  • Grant a minion (Standard Die) on their next roll this round.  • Heal one scratch from a minion within range 5.  • Extend the duration of one of your ongoing spells that summoned a minion by +1.",,,,,,,Perform only one of the options listed for the major action.
x,a366,Meta,/images/puppetmaster-icon.png,/images/puppetmaster-icon-bg.png,/images/betavariant-divider.png,2,Puppetmaster,Beta Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  During each of your turns (including the turn that you play this), you may do one of the following that hasn't been performed already:  • Move a minion by 4 squares (grant Slippery and Nimble).  • Grant a minion (Power Die) (Blessing Die) on their next roll this round.  • Completely heal a minion within range 5.",,,,,,,Grant a minion (Standard Die) (Blessing Die) on their next roll this round.
x,a367,Meta,/images/animaltamer-icon.png,/images/animaltamer-icon-bg.png,/images/basicvariant-divider.png,1,Animal Tamer,Basic Variant,5,/images/ongoing-effect.png,,"##Ongoing(end_on)  Place a raccoon minion within range 2. It has a speed of 5 and is Nimble, but can never be targeted or suffer damage. It can perform all special movement actions like heroes (but not interact with vessel tokens), and it can carry up to two items.  When this minion disappears, place a ""Dropped Item"" token on its position with the items it was carrying.  Any items held by the raccoon at the end of an adventure are carried over to the Town Phase.",,,,,,,Move 3 (gain Nimble)
x,a368,Meta,/images/animaltamer-icon.png,/images/animaltamer-icon-bg.png,/images/alphavariant-divider.png,1,Animal Tamer,Alpha Variant,5,/images/ongoing-effect.png,,"##Ongoing(end_on)  Place a raccoon minion within range 2. It has a speed of 5, but can never be targeted or suffer damage. It can perform all special movement actions like heroes (but not interact with vessel tokens), and it can carry up to four items.  When this minion disappears, place a ""Dropped Item"" token on its position with the items it was carrying.  Any items held by the raccoon at the end of an adventure are carried over to the Town Phase.",,,,,,,Move 3 (gain Nimble)
x,a369,Meta,/images/animaltamer-icon.png,/images/animaltamer-icon-bg.png,/images/betavariant-divider.png,1,Animal Tamer,Beta Variant,5,/images/ongoing-effect.png,,"##Ongoing(end_on)  Place a raccoon minion within range 2. It has a speed of 5 and is Nimble, but can never be targeted or suffer damage. It can perform all special movement actions like heroes (but not interact with vessel tokens), and it can carry up to two items.  The raccoon's attacks cause Weaken.  When this minion disappears, place a ""Dropped Item"" token on its position with the items it was carrying.  Any items held by the raccoon at the end of an adventure are carried over to the Town Phase.",,,,,,,Move 3 (gain Nimble)
x,a370,Spell,/images/summonragingbull-icon.png,/images/summonragingbull-icon-bg.png,/images/basicvariant-divider.png,4,Summon Raging Bull,Basic Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(4+)  Summon a Raging Bull minion within range 4. It is Bulky, has a speed of 6 and a toughness of 6. When it moves, it may only move in a single straight or diagonal line.",/images/doubleplus-icon.png,"When the Raging Bull ends its movement and displaces enemies, it causes Knockback (4) against them.",/images/plus-icon.png,Duration +1.,,,Move (3) (displace other models as if you were Bulky during this movement)
x,a371,Spell,/images/summonragingbull-icon.png,/images/summonragingbull-icon-bg.png,/images/alphavariant-divider.png,4,Summon Raging Bull,Alpha Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(4+)  Summon a Raging Bull minion within range 4. It is Bulky, has a speed of 6 and a toughness of 6.",/images/plus-icon.png,"For each square the Raging Bull moves, it may perform Pull (1) on an ally within range 2.",/images/plus-icon.png,Increase the Raging Bull's speed by +2.,/images/plus-icon.png,Duration +1.,Move (3) (displace other models as if you were Bulky during this movement)
x,a372,Spell,/images/summonragingbull-icon.png,/images/summonragingbull-icon-bg.png,/images/betavariant-divider.png,4,Summon Raging Bull,Beta Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(4+)  Summon a Raging Bull minion within range 4. It is Bulky, has a speed of 6 and a toughness of 8. When it moves, it may only move in a single straight or diagonal line.",/images/doubleplus-icon.png,"When the Raging Bull ends its movement and displaces enemies, it causes Knockback (4) against them.",/images/plus-icon.png,Add (Power Die) to its defense.,/images/plus-icon.png,Duration +1.,Move (3) (displace other models as if you were Bulky during this movement)
x,a373,Spell,/images/summontotemgolem-icon.png,/images/summontotemgolem-icon-bg.png,/images/basicvariant-divider.png,1,Summon Totem Golem,Basic Variant,4,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(3+)  Summon an Totem Golem minion within range 2. It is Bulky, has a speed of 2 and a toughness of 4. It gains benefits based on other ""Totem"" spells as long as they are present:  Fire: Add (Enhancement Die) to its attacks.  Earth: +4 toughness.  Water: It regenerates a scratch each turn.  Wind: +2 speed.  Lightning: Its attacks have range 4.",,,,,,,"Increase or decrease the duration of an ongoing ""Totem"" spell of yours by 2."
x,a374,Spell,/images/summontotemgolem-icon.png,/images/summontotemgolem-icon-bg.png,/images/alphavariant-divider.png,1,Summon Totem Golem,Alpha Variant,4,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(3+)  Summon an Totem Golem minion within range 2. It is Bulky, has a speed of 2 and a toughness of 6. Its benefits change based on the active ""Totem"" spell with the highest remaining duration at the beginning of a round (pick on a tie):  Fire: Add (Power Die) (Enhancement Die) to its attacks.  Earth: Add (Power Die) to its defense.  Water: It regenerates 3 scratches each turn.  Wind: +4 speed and Slippery. Lightning: Its attacks have range 8.",,,,,,,"Increase or decrease the duration of an ongoing ""Totem"" spell of yours by 2."
x,a375,Spell,/images/summontotemgolem-icon.png,/images/summontotemgolem-icon-bg.png,/images/betavariant-divider.png,1,Summon Totem Golem,Beta Variant,5,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(3+)  Summon an Totem Golem minion within range 4. It is Bulky, has a speed of 2 and a toughness of 4. It gains benefits based on other ""Totem"" spells as long as they are present:  Fire: Add (Enhancement Die) to its attacks.  Earth: +4 toughness.  Water: It regenerates a scratch each turn.  Wind: +2 speed.  Lightning: Its attacks have range 4.    While the Totem Golem is present, gain +1 power when attempting to cast a ""Totem"" spell.",,,,,,,"Increase or decrease the duration of an ongoing ""Totem"" spell of yours by 2."
x,a376,Spell,/images/wildshapedryad-icon.png,/images/wildshapedryad-icon-bg.png,/images/basicvariant-divider.png,1,Wildshape: Dryad,Basic Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  While the effect lasts, temporarily use the 'Dryad' standee instead of your own. For any ability that you perform that could heal at least one scratch or wound, you may re-roll one die.  You suffer -1 vessel speed.",/images/doubleplus-icon.png,"At the end of your turns, reduce the cooldown of one of your cards that could heal at least one scratch or wound by 1.",/images/plus-icon.png,Duration +1.,,,Heal one scratch from an adjacent ally or yourself.
x,a377,Spell,/images/wildshapedryad-icon.png,/images/wildshapedryad-icon-bg.png,/images/alphavariant-divider.png,1,Wildshape: Dryad,Alpha Variant,4,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  While the effect lasts, temporarily use the 'Dryad' standee instead of your own. For any ability that you perform that could heal at least one scratch or wound, you may re-roll one die.  You suffer -1 vessel speed.",/images/plus-icon.png,"Immediately add 'First Aid', 'Ray Of Healing' or 'Flash Heal' to your hand (base level). You lose the card when the wildshape effect ends.",/images/plus-icon.png,Duration +1.,,,Heal one scratch from an adjacent ally and one from yourself.
x,a378,Spell,/images/wildshapedryad-icon.png,/images/wildshapedryad-icon-bg.png,/images/betavariant-divider.png,1,Wildshape: Dryad,Beta Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  While the effect lasts, temporarily use the 'Dryad' standee instead of your own. You are immobile, but you can heal one scratch from two allies within range 6 during each of your turns (including the turn that you play this).",/images/plus-icon.png,"During each of your turns, you may throw one adjacent ally. They assume a position within range 5 of you.",/images/plus-icon.png,You may end the effect at any time.,/images/plus-icon.png,Add (Power Die) to your defense.,Heal one scratch from an adjacent ally or yourself.
x,a379,Spell,/images/wildshaperaven-icon.png,/images/wildshaperaven-icon-bg.png,/images/basicvariant-divider.png,1,Wildshape: Raven,Basic Variant,2,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  While the effect lasts, temporarily use the 'Raven' standee instead of your own. You get ignored as a viable target, and you turn this effect face down as soon as you attack or use a 'spell' type card. Gain +5 vessel speed.",/images/plus-icon.png,"If you discover a new room, you may re-roll the layout once.",/images/plus-icon.png,Gain another +3 vessel speed.,,,Move (3) (gain Nimble)
x,a380,Spell,/images/wildshaperaven-icon.png,/images/wildshaperaven-icon-bg.png,/images/alphavariant-divider.png,1,Wildshape: Raven,Alpha Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  While the effect lasts, temporarily use the 'Raven' standee instead of your own. You get ignored as a viable target, and you take this card back into your hand as soon you attack or use a 'spell' type card. Gain +5 vessel speed and Nimble.",/images/plus-icon.png,"If you discover a new room, you may re-roll the layout once.",/images/plus-icon.png,Gain another +5 vessel speed.,/images/plus-icon.png,Duration +1.,Move (3) (gain Nimble)
x,a381,Spell,/images/wildshaperaven-icon.png,/images/wildshaperaven-icon-bg.png,/images/betavariant-divider.png,1,Wildshape: Raven,Beta Variant,2,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  While the effect lasts, temporarily use the 'Raven' standee instead of your own. You get ignored as a viable target, and you turn this effect face down as soon as you attack or use a 'spell' type card. Gain +5 vessel speed.",/images/plus-icon.png,"Once the effect ends, perform a free melee attack.",/images/plus-icon.png,Gain +1 Power to the first attack or spell that you perform while in 'Raven' form.,,,Move (2)  Attack
x,a382,Spell,/images/summonheroicspirit-icon.png,/images/summonheroicspirit-icon-bg.png,/images/basicvariant-divider.png,1,Summon Heroic Spirit,Basic Variant,4,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(5+)  Draw a random vessel card (redraw Mythicals) and summon a minion within range 2. That minion benefits from the speed and default perk of that vessel card. Its toughness is 6.,/images/plus-icon.png,Draw five item cards and give one weapon or armor to the Heroic Spirit. The item will be discarded once the minion disappears.,,,,,"Let an allied hero assume a position adjacent to you, regardless of distance."
x,a383,Spell,/images/summonheroicspirit-icon.png,/images/summonheroicspirit-icon-bg.png,/images/alphavariant-divider.png,1,Summon Heroic Spirit,Alpha Variant,5,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(5+)  Draw a random vessel card (redraw Mythicals) and summon a minion within range 2. That minion benefits from the speed and default perk of that vessel card. Its toughness is 6.,/images/star-icon.png,The Heroic Spirit may use any one additional perk from its vessel card.,/images/plus-icon.png,Draw five item cards and give one weapon or armor to the Heroic Spirit. The item will be discarded once the minion disappears.,/images/plus-icon.png,The Heroic Spirit has your initiative each round and acts right after you.,"Let an allied hero assume a position adjacent to you, regardless of distance."
x,a384,Spell,/images/summonheroicspirit-icon.png,/images/summonheroicspirit-icon-bg.png,/images/betavariant-divider.png,1,Summon Heroic Spirit,Beta Variant,4,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(5+)  Draw a random vessel card (redraw Mythicals) and summon a minion within range 2. That minion benefits from the speed and default perk of that vessel card. Its toughness is 6.,/images/star-icon.png,Draw three vessel cards instead and choose one.,/images/plus-icon.png,Draw a second item like above.,/images/plus-icon.png,Draw five item cards and give one weapon or armor to the Heroic Spirit. The item will be discarded once the minion disappears.,"Let an allied hero assume a position adjacent to you, regardless of distance."
x,a385,Meta,/images/cleansingbeamofthesun-icon.png,/images/cleansingbeamofthesun-icon-bg.png,/images/basicvariant-divider.png,1,Cleansing Beam Of The Sun,Basic Variant,5,/images/ongoing-effect.png,,"##Ongoing(end_on) At any time during your turn, you may use this effect to call a solar beam along a straight or diagonal line from your position, up to range 5. Enemies along the line suffer 2 wounds, and heroes have all negative effects reduced by 1. Afterwards, suffer scratches equal to this effect's remaining duration, and then return it to your hand.",,,,,,,Cast a straight or diagonal line up to range 5.  All enemies on that line suffer Weaken.
x,a386,Meta,/images/witchhunterstyle-icon.png,/images/witchhunterstyle-icon-bg.png,/images/basicvariant-divider.png,1,Witchhunter Style,Basic Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  If you wield a 1h melee weapon in one hand and a 1h ranged weapon in the other, you may attack with both weapons whenever you are allowed to perform an attack with either. Reduce the duration of this effect by 1 whenever you make use of this.  If this effect ends, put it on cooldown 5 instead of into your hand.",,,,,,,"Attack.
Add (Blessing Die) (Blessing Die) if you wield a 1h melee attack and a 1h ranged attack at the same time."
x,a387,Meta,/images/witchhunterstyle-icon.png,/images/witchhunterstyle-icon-bg.png,/images/alphavariant-divider.png,1,Witchhunter Style,Alpha Variant,5,/images/ongoing-effect.png,,"##Ongoing(end_on)  If you wield a 1h melee weapon in one hand and a 1h ranged weapon in the other, add (Enhancement Die) to your attacks and gain the following spending options:",/images/plus-icon.png,Move (2) (gain Slippery),/images/plus-icon.png,+2 Power.,,,"Attack.
Add (Blessing Die) (Blessing Die) if you wield a 1h melee attack and a 1h ranged attack at the same time."
x,a388,Meta,/images/witchhunterstyle-icon.png,/images/witchhunterstyle-icon-bg.png,/images/betavariant-divider.png,1,Witchhunter Style,Beta Variant,2,/images/interrupt.png,,"##Interrupt(end_int)  Move (1) (gain Slippery) OR Pull (4)  Additionally, if you just performed an attack with a 1h melee weapon, you may perform a free attack with your 1h ranged weapon in the other hand - or vice versa.",,,,,,,"Attack.
Add (Blessing Die) (Blessing Die) if you wield a 1h melee attack and a 1h ranged attack at the same time."
x,a389,Spell,/images/summondrakeling-icon.png,/images/summondrakeling-icon-bg.png,/images/basicvariant-divider.png,1,Summon Drakeling,Basic Variant,5,/images/ongoing-effect.png,,"##Ongoing(end_on)  Spellcasting (4+)  Suffer 3 scratches, then summon a Drakeling minion within range 2. It is Bulky, has a toughness of 10, 2 speed and attack range 5. Add 2 x (Enhancement Die) to its attacks.",/images/star-icon.png,Add (Enhancement Die) to the Drakelings attacks and defense.,/images/doubleplus-icon.png,Add (Blessing Die) to the Drakelings attacks.,/images/plus-icon.png,"Instead of performing a regular attack, the Drakeling can suffer 3 scratches and use a Blast template to attack each target struck. Heroes and minions struck suffer 2 scratches instead.",Use the Blast Template and deal damage to all enemies struck using (Standard Die) (Blessing Die) against each.
x,a390,Spell,/images/icemastery-icon.png,/images/icemastery-icon-bg.png,/images/basicvariant-divider.png,4,Ice Mastery,Basic Variant,2,,,"Spellcasting (1+)  When succeeding at this spell, you can use the basic effect OR the spending options, not both:  Place an Ice Barrier within range 5.",/images/plus-icon.png,"Remove an Ice Barrier within range 5, dealing 3 wounds to all enemies within range 2 of it.",/images/plus-icon.png,Remove one ongoing effect of an ally who is within range 2 of an Ice Barrier.,/images/plus-icon.png,Move an Ice Barrier within range 5 by 3 squares in a straight or diagonal line (treat it as Bulky).,Reduce the duration of a negative ongoing effect of an ally within range 5 by 1.
x,a391,Melee,/images/aspectofthewolf-icon.png,/images/aspectofthewolf-icon-bg.png,/images/basicvariant-divider.png,3,Aspect Of The Wolf,Basic Variant,3,,,"Assume a position within range 5, then perform a melee attack.  For each square of distance that you used, add +1 Power to the attack.",/images/plus-icon.png,Remove one Bleed token from the enemy to end one of your cooldowns.,/images/plus-icon.png,Cause Bleed (4) after resolving the attack.,,,Assume a position within range 2. Cause Bleed (2) against an adjacent enemy.
x,a392,Spell,/images/portalofruin-icon.png,/images/portalofruin-icon-bg.png,/images/basicvariant-divider.png,6,Portal Of Ruin,Basic Variant,4,,,"##Spellcasting(3+)  Declare an enemy within range 5. After its next activation, remove it from the game board. At the end of that round, place that enemy adjacent to any one ally. It suffers (Standard Die) (Blessing Die) as damage.",/images/doubleplus-icon.png,Add (Power Die) to the damage if the enemy also became adjacent to you.,,,,,Force an enemy within range 3 to assume a new position adjacent to an ally within range 3 of you.
x,a393,Spell,/images/portalofruin-icon.png,/images/portalofruin-icon-bg.png,/images/alphavariant-divider.png,6,Portal Of Ruin,Alpha Variant,4,,,"##Spellcasting(3+)  Declare an enemy within range 5. After its next activation, remove it from the game board. At the end of that round, place that enemy adjacent to any one ally. It then suffers (Standard Die) (Blessing Die) (Blessing Die) as damage.",/images/doubleplus-icon.png,Declare one additional enemy within range 5.,/images/plus-icon.png,Declare one additional enemy within range 5.,,,Force an enemy within range 3 to assume a new position adjacent to an ally within range 3 of you.
x,a394,Spell,/images/portalofruin-icon.png,/images/portalofruin-icon-bg.png,/images/betavariant-divider.png,6,Portal Of Ruin,Beta Variant,3,,,"##Spellcasting(3+)  Declare an enemy within range 5. After its next activation, remove it from the game board. At the end of that round, place that enemy adjacent to any one ally. It then suffers (Standard Die) (Blessing Die) as damage.",/images/plus-icon.png,Add (Power Die) to the damage if the enemy also became adjacent to you.,/images/plus-icon.png,"When you remove the enemy temporarily, you may assume its position.",/images/plus-icon.png,Add (Standard Die) to the damage.,Force an enemy within range 3 to assume a new position adjacent to an ally within range 3 of you.
x,a395,Defense,/images/knightsrush-icon.png,/images/knightsrush-icon-bg.png,/images/basicvariant-divider.png,6,Knight's Rush,Basic Variant,4,,,"Move (4) in a straight or diagonal line.  Melee Attack, add (Enhancement Die).",/images/plus-icon.png,"During this round, that enemy will prioritize you as their target if possible.",/images/plus-icon.png,+1 Power.,,,Move (4) in a straight or diagonal line.
x,a396,Defense,/images/knightsrush-icon.png,/images/knightsrush-icon-bg.png,/images/alphavariant-divider.png,6,Knight's Rush,Alpha Variant,4,,,"Move (4) in a straight or diagonal line (gain Slippery & Nimble).  Melee Attack, add (Enhancement Die).",/images/star-icon.png,"During this round, add (Power Die) to your defense rolls against that enemy.",/images/plus-icon.png,"During this round, that enemy will prioritize you as their target if possible.",/images/plus-icon.png,+1 Power.,Move (4) in a straight or diagonal line.
